,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
347,2021,3,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8638
348,2021,3,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,41635
349,2021,3,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,40301
350,2021,3,Angkutan Umum Integrasi,3E,Puri Kembangan - Sentraland Cengkareng,23513
351,2021,3,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,8440
352,2021,3,Angkutan Umum Integrasi,2P,Gondangdia - Senen,6130
353,2021,3,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,15225
354,2021,3,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,27200
355,2021,3,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8456
356,2021,3,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9235
357,2021,3,Angkutan Umum Integrasi,1M,Meruya - Blok M,25278
358,2021,3,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,38768
359,2021,3,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,8308
360,2021,3,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,68895
361,2021,3,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14794
362,2021,3,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,20906
363,2021,3,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,68592
364,2021,3,Angkutan Umum Integrasi,12B,Pluit - Senen,12131
365,2021,3,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10948
366,2021,3,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,58186
367,2021,3,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,36891
368,2021,6,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,33636
369,2021,6,Mikrotrans,JAK.85,Bintara - Cipinang Indah,30376
370,2021,6,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,43502
371,2021,6,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,67559
372,2021,6,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,73193
373,2021,6,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,49284
374,2021,6,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,43869
375,2021,6,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,75138
376,2021,6,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,100305
377,2021,6,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,63162
378,2021,6,Mikrotrans,JAK.64,Lenteng Agung - Aseli,48331
379,2021,6,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,41219
380,2021,6,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,73595
381,2021,6,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,88536
382,2021,6,Mikrotrans,JAK.58,Cilingcing - Rorotan,101903
383,2021,6,Mikrotrans,JAK.56,Grogol - Srengseng,57394
384,2021,6,Mikrotrans,JAK.54,Grogol - Benhil,40997
385,2021,6,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,39339
386,2021,6,Mikrotrans,JAK.52,Kalideres - Muara Angke,65733
387,2021,6,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,108644
388,2021,6,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,69534
389,2021,6,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,43143
390,2021,6,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,53892
391,2021,6,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,82501
392,2021,6,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,57551
393,2021,6,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,68704
394,2021,6,Mikrotrans,JAK.43,Tongtek - Cililitan,92420
395,2021,6,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,69476
396,2021,6,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,40724
397,2021,6,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,47087
398,2021,6,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,63562
399,2021,6,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,54526
400,2021,6,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,56898
401,2021,6,Mikrotrans,JAK.36,Cilangkap - Cililitan,86425
402,2021,6,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,36012
403,2021,6,Mikrotrans,JAK.34,Rawamangun - Klender,75158
404,2021,6,Mikrotrans,JAK.33,Pulo Gadung - Kota,56710
405,2021,6,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,92744
406,2021,6,Mikrotrans,JAK.31,Blok M - Andara,65838
407,2021,6,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,147239
408,2021,6,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,116097
409,2021,6,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,67277
410,2021,6,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,49619
411,2021,6,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,42770
412,2021,6,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,64095
413,2021,6,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,82803
414,2021,6,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,34486
415,2021,6,Mikrotrans,JAK.21,Cililitan - Dwikora,63804
416,2021,6,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,67727
417,2021,6,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,115017
418,2021,6,Mikrotrans,JAK.18,Kalibata - Kuningan,35311
419,2021,6,Mikrotrans,JAK.17,Senen - Pulo Gadung ,42227
420,2021,6,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,76292
421,2021,6,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,131981
422,2021,6,Mikrotrans,JAK.14,Tanah Abang - Meruya,89403
423,2021,6,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,18790
424,2021,6,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,70817
425,2021,6,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,86067
426,2021,6,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,54658
427,2021,6,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,78127
428,2021,6,Mikrotrans,JAK.10,Tanah Abang - Kota ,50663
429,2021,6,Mikrotrans,JAK.09,Roxy Mas - Karet,23423
430,2021,6,Mikrotrans,JAK.08,Roxy - Benhil,38072
431,2021,6,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,57293
432,2021,6,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,81073
433,2021,6,Mikrotrans,JAK.05,Semper - Rorotan,77085
434,2021,6,Mikrotrans,JAK.04,Grogol - Tubagus Angke,58619
435,2021,6,Mikrotrans,JAK.03,Lebak Bulus - Andara,36032
436,2021,6,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,49639
437,2021,6,Mikrotrans,JAK.01,Ttanjung Priok - Plumpang,62146
438,2021,6,BRT,9,Pinang Ranti - Pluit,692649
439,2021,6,BRT,8,Lebak Bulus - Harmoni,477804
440,2021,6,BRT,7,Kampung Rambutan - Kampung Melayu,405333
441,2021,6,BRT,6,Ragunan - Dukuh Atas 2,371126
442,2021,6,BRT,5,Kampung Melayu - Ancol,453222
443,2021,6,BRT,4,Pulo Ggadung 2 - Tosari,276418
444,2021,6,BRT,3,Kalideres - Pasar Baru,484181
445,2021,6,BRT,2,Pulo Gadung 1 - Harmoni,351897
446,2021,6,BRT,13,Ciledug - Tendean,315765
447,2021,6,BRT,12,Penjaringan - Sunter Bouleverd Barat,148267
448,2021,6,BRT,11,Pulo Gebang - Kampung Melayu,148933
449,2021,6,BRT,10,Tanjung Priok - PGC 2,393998
450,2021,6,BRT,1,Blok M - Kota,899829
451,2021,6,Angkutan Umum Integrasi,9H,Cipedak - Blok M,13557
452,2021,6,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,11879
453,2021,6,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,71780
454,2021,6,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8238
455,2021,6,Angkutan Umum Integrasi,8E,Bintaro - Blok M,17795
456,2021,6,Angkutan Umum Integrasi,8D,Joglo - Blok M,26030
457,2021,6,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,20094
458,2021,6,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24185
459,2021,6,Angkutan Umum Integrasi,7D,Pancoran - TMII,23775
460,2021,6,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,76133
461,2021,6,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,64778
462,2021,6,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,2135
463,2021,6,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,24422
464,2021,6,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,21967
465,2021,6,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,17682
466,2021,6,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,76188
467,2021,6,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,75577
468,2021,6,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18759
469,2021,6,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6849
470,2021,6,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,38174
471,2021,6,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,37813
472,2021,6,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23236
473,2021,6,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12806
474,2021,6,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,26985
475,2021,6,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8474
476,2021,6,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9246
477,2021,6,Angkutan Umum Integrasi,1M,Meruya - Blok M,22951
478,2021,6,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,39470
479,2021,6,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6886
480,2021,6,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,63772
481,2021,6,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14938
482,2021,6,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,22033
483,2021,6,Angkutan Umum Integrasi,1A ,PIK - Balai Kota,66928
484,2021,6,Angkutan Umum Integrasi,12B,Pluit - Senen,10761
485,2021,6,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10744
486,2021,6,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,50089
487,2021,6,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,32798
488,2021,6,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,1
489,2021,6,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,33
490,2021,1,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,1473
491,2021,1,Mikrotrans,JAK.85,Bintara - Cipinang Indah,20280
492,2021,1,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,28779
493,2021,1,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,54998
494,2021,1,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,60284
495,2021,1,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,48220
496,2021,1,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,38572
497,2021,1,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,65087
498,2021,1,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,85416
499,2021,1,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,62822
500,2021,1,Mikrotrans,JAK.64,Lenteng Agung - Aseli,36802
501,2021,1,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,36899
502,2021,1,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,72704
503,2021,1,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,90624
504,2021,1,Mikrotrans,JAK.58,Cilingcing - Rorotan,96030
505,2021,1,Mikrotrans,JAK.56,Grogol - Srengseng,50223
506,2021,1,Mikrotrans,JAK.54,Grogol - Benhil,25049
507,2021,1,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,20947
508,2021,1,Mikrotrans,JAK.52,Kalideres - Muara Angke,42875
509,2021,1,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,96336
510,2021,1,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,61171
511,2021,1,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,36662
512,2021,1,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,39551
513,2021,1,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,59975
514,2021,1,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,47171
515,2021,1,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,53202
516,2021,1,Mikrotrans,JAK.43,Tongtek - Cililitan,74225
517,2021,1,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,50456
518,2021,1,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,21109
519,2021,1,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,41797
520,2021,1,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,54414
521,2021,1,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,43994
522,2021,1,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,46026
523,2021,1,Mikrotrans,JAK.36,Cilangkap - Cililitan,87842
524,2021,1,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,29321
525,2021,1,Mikrotrans,JAK.34,Rawamangun - Klender,68848
526,2021,1,Mikrotrans,JAK.33,Pulo Gadung - Kota,46531
527,2021,1,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,83768
528,2021,1,Mikrotrans,JAK.31,Blok M - Andara,55577
529,2021,1,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,128066
530,2021,1,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,105832
531,2021,1,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,63490
532,2021,1,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,47626
533,2021,1,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,36715
534,2021,1,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,56614
535,2021,1,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,68914
536,2021,1,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,26467
537,2021,1,Mikrotrans,JAK.21,Cililitan - Dwikora,56815
538,2021,1,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,59451
539,2021,1,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,103680
540,2021,1,Mikrotrans,JAK.18,Kalibata - Kuningan,29032
541,2021,1,Mikrotrans,JAK.17,Senen - Pulo Gadung ,33859
542,2021,1,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,55944
543,2021,1,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,118715
544,2021,1,Mikrotrans,JAK.14,Tanah Abang - Meruya,74084
545,2021,1,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,14490
546,2021,1,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,65016
547,2021,1,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,67367
548,2021,1,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,52710
549,2021,1,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,72135
550,2021,1,Mikrotrans,JAK.10,Tanah Abang - Kota ,48001
551,2021,1,Mikrotrans,JAK.09,Roxy Mas - Karet,19924
552,2021,1,Mikrotrans,JAK.08,Roxy - Benhil,22289
553,2021,1,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,41856
554,2021,1,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,73456
555,2021,1,Mikrotrans,JAK.05,Semper - Rorotan,68172
556,2021,1,Mikrotrans,JAK.04,Grogol - Tubagus Angke,45679
557,2021,1,Mikrotrans,JAK.03,Lebak Bulus - Andara,31712
558,2021,1,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,44415
559,2021,1,Mikrotrans,JAK.01,Ttanjung Priok - Plumpang,56172
560,2021,1,BRT,9,Pinang Ranti - Pluit,622613
561,2021,1,BRT,8,Lebak Bulus - Harmoni,419996
562,2021,1,BRT,7,Kampung Rambutan - Kampung Melayu,377657
563,2021,1,BRT,6,Ragunan - Dukuh Atas 2,320411
564,2021,1,BRT,5,Kampung Melayu - Ancol,400573
565,2021,1,BRT,4,Pulo Ggadung 2 - Tosari,249575
566,2021,1,BRT,3,Kalideres - Pasar Baru,444971
567,2021,1,BRT,2,Pulo Gadung 1 - Harmoni,323751
568,2021,1,BRT,13,Ciledug - Tendean,266290
569,2021,1,BRT,12,Penjaringan - Sunter Bouleverd Barat,137793
570,2021,1,BRT,11,Pulo Gebang - Kampung Melayu,134632
571,2021,1,BRT,10,Tanjung Priok - PGC 2,356211
572,2021,1,BRT,1,Blok M - Kota,773717
573,2021,1,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,261
574,2021,1,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,76
575,2021,1,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15039
576,2021,1,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,75918
577,2021,1,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6867
578,2021,1,Angkutan Umum Integrasi,8E,Bintaro - Blok M,21336
579,2021,1,Angkutan Umum Integrasi,8D,Joglo - Blok M,38523
580,2021,1,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,13021
581,2021,1,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,27248
582,2021,1,Angkutan Umum Integrasi,7D,Pancoran - TMII,17464
583,2021,1,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87284
584,2021,1,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,47005
585,2021,1,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1780
586,2021,1,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,25781
587,2021,1,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,15742
588,2021,1,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,94200
589,2021,1,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,87492
590,2021,1,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18094
591,2021,1,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8008
592,2021,1,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,39562
593,2021,1,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31546
594,2021,1,Angkutan Umum Integrasi,3E,Puri Kembangan - Sentraland Cengkareng,24385
595,2021,1,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,13518
596,2021,1,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,29449
597,2021,1,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8793
598,2021,1,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9987
599,2021,1,Angkutan Umum Integrasi,1M,Meruya - Blok M,29169
600,2021,1,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,45597
601,2021,1,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6090
602,2021,1,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,76707
603,2021,1,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,18502
604,2021,1,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,24996
605,2021,1,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,62721
606,2021,1,Angkutan Umum Integrasi,12B,Pluit - Senen,9506
607,2021,1,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9436
608,2021,1,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,61434
609,2021,1,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,41881
610,2021,5,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,29592
611,2021,5,Mikrotrans,JAK.85,Bintara - Cipinang Indah,28069
612,2021,5,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,40355
613,2021,5,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,66030
614,2021,5,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,62948
615,2021,5,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,46434
616,2021,5,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,43117
617,2021,5,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,74041
618,2021,5,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,98840
619,2021,5,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,63711
620,2021,5,Mikrotrans,JAK.64,Lenteng Agung - Aseli,44437
621,2021,5,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,37132
622,2021,5,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,70382
623,2021,5,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,88187
624,2021,5,Mikrotrans,JAK.58,Cilingcing - Rorotan,96611
625,2021,5,Mikrotrans,JAK.56,Grogol - Srengseng,52740
626,2021,5,Mikrotrans,JAK.54,Grogol - Benhil,39288
627,2021,5,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,35808
628,2021,5,Mikrotrans,JAK.52,Kalideres - Muara Angke,57570
629,2021,5,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,97315
630,2021,5,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,67209
631,2021,5,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,42656
632,2021,5,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,52794
633,2021,5,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,82255
634,2021,5,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,56396
635,2021,5,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,64791
636,2021,5,Mikrotrans,JAK.43,Tongtek - Cililitan,91303
637,2021,5,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,67202
638,2021,5,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,39978
639,2021,5,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,44007
640,2021,5,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,64356
641,2021,5,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,51306
642,2021,5,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,58115
643,2021,5,Mikrotrans,JAK.36,Cilangkap - Cililitan,90157
644,2021,5,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,34739
645,2021,5,Mikrotrans,JAK.34,Rawamangun - Klender,79082
646,2021,5,Mikrotrans,JAK.33,Pulo Gadung - Kota,48601
647,2021,5,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,88819
648,2021,5,Mikrotrans,JAK.31,Blok M - Andara,63954
649,2021,5,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,136430
650,2021,5,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,108161
651,2021,5,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,67506
652,2021,5,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,47707
653,2021,5,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,43724
654,2021,5,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,62075
655,2021,5,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,73953
656,2021,5,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,32690
657,2021,5,Mikrotrans,JAK.21,Cililitan - Dwikora,61989
658,2021,5,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,64374
659,2021,5,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,115780
660,2021,5,Mikrotrans,JAK.18,Kalibata - Kuningan,35873
661,2021,5,Mikrotrans,JAK.17,Senen - Pulo Gadung ,39786
662,2021,5,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,71832
663,2021,5,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,129203
664,2021,5,Mikrotrans,JAK.14,Tanah Abang - Meruya,83600
665,2021,5,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,17058
666,2021,5,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,65327
667,2021,5,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,85211
668,2021,5,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,49628
669,2021,5,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,69701
670,2021,5,Mikrotrans,JAK.10,Tanah Abang - Kota ,49104
671,2021,5,Mikrotrans,JAK.09,Roxy Mas - Karet,19727
672,2021,5,Mikrotrans,JAK.08,Roxy - Benhil,29436
673,2021,5,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,49450
674,2021,5,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,82681
675,2021,5,Mikrotrans,JAK.05,Semper - Rorotan,72159
676,2021,5,Mikrotrans,JAK.04,Grogol - Tubagus Angke,51092
677,2021,5,Mikrotrans,JAK.03,Lebak Bulus - Andara,34997
678,2021,5,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,51453
679,2021,5,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,62646
680,2021,5,BRT,9,Pinang Ranti - Pluit,663201
681,2021,5,BRT,8,Lebak Bulus - Harmoni,480392
682,2021,5,BRT,7,Kampung Rambutan - Kampung Melayu,416381
683,2021,5,BRT,6,Ragunan - Dukuh Atas 2,351285
684,2021,5,BRT,5,Kampung Melayu - Ancol,469390
685,2021,5,BRT,4,Pulo Gadung 2 - Tosari,269533
686,2021,5,BRT,3,Kalideres - Pasar Baru,496285
687,2021,5,BRT,2,Pulo Gadung 1 - Harmoni,358525
688,2021,5,BRT,13,Ciledug - Tendean,323662
689,2021,5,BRT,12,Penjaringan - Sunter Bouleverd Barat,138371
690,2021,5,BRT,11,Pulo Gebang - Kampung Melayu,154256
691,2021,5,BRT,10,Tanjung Priok - PGC 2,396760
692,2021,5,BRT,1,Blok M - Kota,937452
